produto;marca_raw;estado;familia_v2;sku_v2;confianca;metodo;motivo;candidatos;atributos
Ar Condicionado Gree G-Top Auto 30.000 BTUs Inverter Quente/Frio;Gree;MAPEADO;GREE-G-TOP-30000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";GWH30AGE|GWH30ATEXF-S6DNA1A;"{""marca"": ""Gree"", ""capacidade_btu"": 30000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""G-Top"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Gree G-Top Connection 30.000 BTUs Inverter Quente/Frio;Gree;MAPEADO;GREE-G-TOP-30000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";GWH30AGE|GWH30ATEXF-S6DNA1A;"{""marca"": ""Gree"", ""capacidade_btu"": 30000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""G-Top"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Gree G-Top Auto 9.000 BTUs Inverter Frio;Gree;MAPEADO;GREE-G-TOP-9000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";GWC09AGA|GWC09ATB-D6DNA1A;"{""marca"": ""Gree"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""G-Top"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Gree G-Top Connection 9.000 BTUs Inverter Frio;Gree;MAPEADO;GREE-G-TOP-9000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";GWC09AGA|GWC09ATB-D6DNA1A;"{""marca"": ""Gree"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""G-Top"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Gree G-Top Auto 9.000 BTUs Inverter Quente/Frio;Gree;MAPEADO;GREE-G-TOP-9000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";GWH09ATA|GWH09ATB-D6DNA1A;"{""marca"": ""Gree"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""G-Top"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense 12.000 BTUs Inverter Frio;Hisense;MAPEADO;HISENSE-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense Connect 12.000 BTUs Inverter Frio;Hisense;MAPEADO;HISENSE-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense Eco Plus 12.000 BTUs Inverter Frio;Hisense;MAPEADO;HISENSE-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense 12.000 BTUs Inverter Quente/Frio;Hisense;MAPEADO;HISENSE-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense 18.000 BTUs Inverter Frio;Hisense;MAPEADO;HISENSE-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense Connect 18.000 BTUs Inverter Frio;Hisense;MAPEADO;HISENSE-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense 18.000 BTUs Inverter Quente/Frio;Hisense;MAPEADO;HISENSE-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense 24.000 BTUs Inverter Frio;Hisense;MAPEADO;HISENSE-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense Connect 24.000 BTUs Inverter Frio;Hisense;MAPEADO;HISENSE-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense 24.000 BTUs Inverter Quente/Frio;Hisense;MAPEADO;HISENSE-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense Connect 24.000 BTUs Inverter Quente/Frio;Hisense;MAPEADO;HISENSE-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense 30.000 BTUs Inverter Frio;Hisense;MAPEADO;HISENSE-30000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 30000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense 30.000 BTUs Inverter Quente/Frio;Hisense;MAPEADO;HISENSE-30000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 30000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense 9.000 BTUs Inverter Frio;Hisense;MAPEADO;HISENSE-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense Connect 9.000 BTUs Inverter Frio;Hisense;MAPEADO;HISENSE-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense Eco Plus 9.000 BTUs Inverter Frio;Hisense;MAPEADO;HISENSE-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Split Inverter Hisense Eco Plus 9000 BTU/h Frio AS-09TW2RLRCK00E - 220 Volts;Hisense;MAPEADO;HISENSE-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Hisense 9.000 BTUs Inverter Quente/Frio;Hisense;MAPEADO;HISENSE-9000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Hisense"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG 12.000 BTUs Inverter Frio;LG;MAPEADO;LG-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter AI Voice 12.000 BTUs Inverter Frio;LG;MAPEADO;LG-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter Compact +AI 12.000 BTUs Inverter Frio;LG;MAPEADO;LG-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar-condicionado LG Inverter +ai 12.000btu Frio Q12jaqal Cor Branco;LG;MAPEADO;LG-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG 12.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter 12.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter AI Voice 12.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter Compact +AI 12.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter UV Nano 12.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG 18.000 BTUs Inverter Frio;LG;MAPEADO;LG-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter 18.000 BTUs Inverter Frio;LG;MAPEADO;LG-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter ARTCOOL 18.000 BTUs Inverter Frio;LG;MAPEADO;LG-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": ""Artcool"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter ARTCOOL 18.000 BTUs Inverter Frio Preto;LG;MAPEADO;LG-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": ""Artcool"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter Compact +AI 18.000 BTUs Inverter Frio;LG;MAPEADO;LG-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar-Condicionado LG Voice Artcool 18.000Btu Quente W18KL;LG;MAPEADO;LG-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 18000, ""ciclo"": null, ""tecnologia"": null, ""edicao"": ""Artcool"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG 18.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter 18.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter AI Voice 18.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter Compact +AI 18.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter UV Nano 18.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter 22.000 BTUs Inverter Frio;LG;MAPEADO;LG-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter AI Voice 22.000 BTUs Inverter Frio;LG;MAPEADO;LG-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter ARTCOOL 22.000 BTUs Inverter Frio;LG;MAPEADO;LG-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": ""Artcool"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter Compact +AI 22.000 BTUs Inverter Frio;LG;MAPEADO;LG-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter 22.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-22000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 22000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter ARTCOOL 22.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-22000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 22000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": ""Artcool"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter Compact +AI 22.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-22000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 22000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG 24.000 BTUs Inverter Frio;LG;MAPEADO;LG-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter AI Voice 24.000 BTUs Inverter Frio;LG;MAPEADO;LG-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter ARTCOOL 24.000 BTUs Inverter Frio;LG;MAPEADO;LG-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": ""Artcool"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter Compact +AI 24.000 BTUs Inverter Frio;LG;MAPEADO;LG-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG 24.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter 24.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter AI Voice 24.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado LG Dual Inverter Compact +AI 24.000 BTUs Inverter Quente/Frio;LG;MAPEADO;LG-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""LG"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Dual Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
